,ID,Name,Sex,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,age-height-weight,num_for_test
8688,4772,Lajos Aradi (Kmetyk),M,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Silver,28.0(nan?nan,291.7
8700,4779,Lorenzo Aragon Armenteros,M,Cuba,CUB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Welterweight,Silver,30.0(163.0?69.0,950.3
8701,4780,Yosvany Aragn Rodrguez,M,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver,26.0:186.0?92.0,989.93
8703,4782,Hirooki Arai,M,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Bronze,28.0?180.0?62.0,1939.12
8705,4784,Masao Arai,M,Japan,JPN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze,27.0?164.0?64.0,1094.85
8708,4785,Nobuo Arai,M,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,nan:nan?nan,628.47
8713,4789,Shigeo Arai,M,Japan,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Freestyle,Bronze,19.0*nan?nan,171.99
8714,4789,Shigeo Arai,M,Japan,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,19.0:nan?nan,480.07
8730,4799,Shizuka Arakawa,F,Japan,JPN,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Women's Singles,Gold,24.0:164.0?50.0,13.59
8734,4801,Erika Araki,F,Japan,JPN,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Bronze,27.0*186.0?78.0,358.23
8745,4808,Yuko Arakida,F,Japan,JPN,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Gold,22.0?173.0?67.0,158.3
8826,4841,Daniel Aranzubia Aguado,M,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver,20.0?184.0?75.0,813.33
8827,4842,Ren Araou,M,France,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,21.0(178.0?98.0,1224.16
8834,4847,Franjo Arapovi,M,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Silver,23.0*211.0?120.0,1981.99
8835,4847,Franjo Arapovi,M,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Silver,27.0:211.0?120.0,1148.25
8850,4858,Magomedkhan Suleymanovich Aratsilov,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver,29.0:180.0?82.0,1172.45
8851,4859,Adriana dos Santos Arajo,F,Brazil,BRA,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Lightweight,Bronze,30.0?167.0?60.0,1208.43
8853,4860,Alexandra Araujo,F,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold,32.0:167.0?67.0,895.11
8878,4876,Rodica Arba-Pucatu,F,Romania,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Bronze,18.0:179.0?75.0,1720.89
8879,4876,Rodica Arba-Pucatu,F,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxless Pairs,Gold,22.0?179.0?75.0,1030.84
8880,4876,Rodica Arba-Pucatu,F,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxless Pairs,Gold,26.0*179.0?75.0,1971.12
8881,4876,Rodica Arba-Pucatu,F,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver,26.0:179.0?75.0,111.33
8910,4891,Eduard Arbs Borras,M,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver,25.0:174.0?70.0,896.58
8913,4892,Jaime Arbs Serra,M,Spain,ESP,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver,28.0:170.0?64.0,398.55
8917,4893,Juan Arbs Perarnau,M,Spain,ESP,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver,27.0(170.0?72.0,1343.21
8927,4897,Anelija Arbutina (-arenac),F,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Silver,21.0(178.0?68.0,347.18
8940,4909,Fernando Arcega Aperte,M,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Silver,23.0:204.0?96.0,757.05
8947,4914,Archenoul,M,France,FRA,1900 Summer,1900,Summer,Paris,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,Silver,nan*nan?nan,419.14
8952,4919,"John ""Jack"" Archer",M,Great Britain,GBR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,26.0*nan?nan,419.99
8953,4920,"Alexander ""Sandy"" Archer",M,Great Britain,GBR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,25.0*180.0?71.0,707.73
8956,4921,Simon David Archer,M,Great Britain-2,GBR,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Mixed Doubles,Bronze,27.0*189.0?86.0,313.63
8961,4924,"David John ""Dave"" Archibald",M,Canada,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,22.0*187.0?88.0,950.62
8964,4925,"Edward Blake ""Ed"" Archibald",M,Canada,CAN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Pole Vault,Bronze,24.0:182.0?77.0,617.94
8966,4926,"Jeffrey Victor ""Jeff"" Archibald",M,New Zealand,NZL,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Gold,24.0:177.0?68.0,1113.36
8969,4928,Katie Louise Archibald,F,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold,22.0?178.0?70.0,551.31
8982,4936,Angelo Arcidiacono,M,Italy,ITA,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Sabre, Team",Silver,20.0:174.0?74.0,275.82
8983,4936,Angelo Arcidiacono,M,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Gold,28.0:174.0?74.0,430.58
9004,4951,Daphne Arden (-Slater),F,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,22.0(167.0?60.0,1659.37
9026,4968,"Ermenegildo ""Gildo"" Arena",M,Italy,ITA,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold,27.0:nan?nan,527.11
9027,4968,"Ermenegildo ""Gildo"" Arena",M,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,Bronze,31.0(nan?nan,568.67
9043,4977,Yordanis Arencibia Verdecia,M,Cuba,CUB,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Lightweight,Bronze,24.0?167.0?66.0,1091.42
9044,4977,Yordanis Arencibia Verdecia,M,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Lightweight,Bronze,28.0(167.0?66.0,1563.12
9045,4978,Dieter Arend,M,Germany,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold,21.0:nan?nan,1264.84
9074,4993,Charles Archer Arentz,M,Mosk II,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 10 metres,Gold,41.0:180.0?nan,984.35
9094,5002,Paul Arets,M,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze,nan:nan?nan,694.14
9123,5018,Alessandro Argenton,M,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,27.0(172.0?63.0,498.87
9126,5018,Alessandro Argenton,M,Italy,ITA,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver,35.0:172.0?63.0,1062.07
9138,5023,Joahnys Oscar Argilagos Prez,M,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Bronze,19.0(152.0?49.0,368.47
9143,5027,"Edwin Yancey ""Eddie"" Argo",M,United States,USA,1932 Summer,1932,Summer,Los Angeles,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,36.0*nan?nan,267.53
9159,5040,Antonius Budi Ariantho,M,Indonesia-1,INA,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Men's Doubles,Bronze,24.0?170.0?66.0,1612.82
9193,5058,"Marcus Mills Pomeroy ""Mark"" Arie",M,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,Shooting Men's Trap,Gold,38.0:nan?nan,137.23
9194,5058,"Marcus Mills Pomeroy ""Mark"" Arie",M,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Trap, Team",Gold,38.0?nan?nan,1767.56
9197,5060,Luigi Arienti,M,Italy,ITA,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,23.0*168.0?65.0,898.71
9211,5069,Yuko Arimori (-Wilson),F,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Marathon,Silver,25.0:166.0?47.0,1977.42
9212,5069,Yuko Arimori (-Wilson),F,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Marathon,Bronze,29.0(166.0?47.0,36.85
9226,5074,Magomed Davudovich Aripgadzhiyev,M,Belarus,BLR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Heavyweight,Silver,26.0?185.0?81.0,1444.92
9232,5077,Pedro Arispe,M,Uruguay,URU,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Gold,23.0*nan?nan,483.53
9233,5077,Pedro Arispe,M,Uruguay,URU,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Gold,27.0*nan?nan,287.23
9260,5093,William Peixoto Arjona,M,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold,37.0(186.0?78.0,1554.61
9274,5102,Anna Valeryevna Arkhipova,F,Russia,RUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze,31.0(176.0?63.0,1356.03
9285,5106,Vasyl Albertovych Arkhypenko,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,Silver,23.0*178.0?65.0,365.05
9300,5117,Tobias Arlt,M,Germany-1,GER,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed (Men)'s Doubles,Gold,26.0:178.0?77.0,396.11
9301,5117,Tobias Arlt,M,Germany,GER,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Gold,26.0(178.0?77.0,1606.09
9312,5125,Mario Armano,M,Italy-1,ITA,1968 Winter,1968,Winter,Grenoble,Bobsleigh,Bobsleigh Men's Four,Gold,21.0(180.0?85.0,1035.22
9317,5128,Dumitru Armel,M,Romania,ROU,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Bronze,nan(nan?nan,1337.86
9318,5129,Mihaela Armescu,F,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Silver,20.0*180.0?74.0,609.91
9319,5129,Mihaela Armescu,F,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Bronze,25.0*180.0?74.0,1294.17
9320,5129,Mihaela Armescu,F,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver,25.0*180.0?74.0,1137.87
9321,5130,Barbara Armbrust,F,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Silver,20.0(180.0?79.0,1596.31
9357,5143,"Heather Joy Armitage (-Young, -McClelland)",F,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,19.0?171.0?64.0,1782.46
9360,5143,"Heather Joy Armitage (-Young, -McClelland)",F,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,23.0?171.0?64.0,235.86
9361,5144,"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",F,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",Silver,23.0*168.0?55.0,1533.91
9374,5149,"Raymond Richard ""Ray"" Armstead",M,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,24.0?187.0?76.0,891.34
9376,5150,Aaron Nigel Armstrong,M,Trinidad and Tobago,TTO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,30.0*173.0?70.0,89.24
9381,5152,"Elizabeth ""Betsey"" Armstrong",F,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Silver,25.0*188.0?77.0,1027.36
9382,5152,"Elizabeth ""Betsey"" Armstrong",F,United States,USA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Gold,29.0?188.0?77.0,1469.43
9383,5153,Charles Ewing Armstrong,M,Vesper Boat Club,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold,22.0*nan?nan,1208.14
9390,5156,"Debra Rae ""Debbie"" Armstrong",F,United States,USA,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold,20.0*165.0?62.0,336.4
9394,5158,Duncan John D'Arcy Armstrong,M,Australia,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Freestyle,Gold,20.0?187.0?74.0,980.65
9395,5158,Duncan John D'Arcy Armstrong,M,Australia,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,Silver,20.0:187.0?74.0,387.56
9398,5159,Dylan Armstrong,M,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,Bronze,27.0?190.0?125.0,506.7
9400,5160,Beatrice Eileen Armstrong (-Purdy),F,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Women's Plain High,Silver,26.0:nan?nan,1754.58
9405,5163,"Jennifer Margaret ""Jenny"" Armstrong",F,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Two Person Dinghy,Gold,30.0?171.0?59.0,648.25
9408,5165,"James Michael ""Jim"" Armstrong",M,Australia,AUS,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze,31.0*nan?nan,14.1
9413,5167,Kristin Ann Armstrong (-Savola),F,United States,USA,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Individual Time Trial,Gold,34.0*173.0?58.0,1280.16
9415,5167,Kristin Ann Armstrong (-Savola),F,United States,USA,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,Gold,38.0?173.0?58.0,1455.7
9417,5167,Kristin Ann Armstrong (-Savola),F,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,Gold,42.0(173.0?58.0,1226.87
9432,5173,"Michel Taylor ""Tate"" Armstrong",M,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Gold,20.0:190.0?77.0,706.97
9453,5186,Jorge Jordi Arnau Creus,M,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver,26.0*170.0?66.0,1866.39
9455,5187,"Javier ""Xavi"" Arnau Creus",M,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver,23.0(176.0?76.0,446.18
9463,5192,Zlatan Arnautovi,M,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,Gold,27.0:194.0?93.0,836.84
9469,5196,Horst Arndt,M,Germany,GER,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,Silver,22.0(nan?nan,405.63
9471,5198,Judith Arndt,F,Germany,GER,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Bronze,19.0?173.0?59.0,864.47
9476,5198,Judith Arndt,F,Germany,GER,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Road Race, Individual",Silver,28.0:173.0?59.0,1572.12
9481,5198,Judith Arndt,F,Germany,GER,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,Silver,36.0?173.0?59.0,67.97
9490,5202,Eva Johanne Arndt-Riise,F,Denmark,DEN,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,28.0?nan?nan,775.23
9492,5204,Tor Birger Arneberg,M,Elisabeth X,NOR,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed 6 metres,Silver,23.0(183.0?nan,367.71
9494,5206,Raul Arnemann,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Fours,Bronze,23.0?186.0?82.0,1573.77
9501,5212,Jay Joseph Hoyland Arnette,M,United States,USA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Gold,21.0(188.0?79.0,893.97
9506,5214,Albert Stephan Arnheiter,M,Ludwigshafener Ruderverein,GER,1912 Summer,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Gold,21.0:nan?nan,1363.73
9512,5218,Clemens Arnold,M,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze,25.0(183.0?87.0,1545.12
9513,5219,"Donald John ""Don"" Arnold",M,Canada,CAN,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,Gold,21.0(178.0?83.0,551.05
9514,5219,"Donald John ""Don"" Arnold",M,Canada,CAN,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Silver,25.0:178.0?83.0,322.04
9527,5224,Karl Arnold,M,Germany,GER,1906 Summer,1906,Summer,Athina,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze,nan?nan?nan,930.43
9539,5232,Thomas Alfred Arnold,M,Great Britain-1,GBR,1924 Winter,1924,Winter,Chamonix,Bobsleigh,Bobsleigh Men's Four/Five,Silver,22.0*nan?nan,1656.14
9541,5233,Virginie Arnold,F,France,FRA,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Team,Bronze,28.0?155.0?50.0,112.95
9567,5242,Fernand Clment Arnout,M,France,FRA,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Weightlifting Men's Lightweight,Bronze,28.0?nan?nan,677.11
9570,5245,Emilie Hegh Arntzen,F,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze,22.0(183.0?78.0,1316.39
9593,5256,Ivar Mauritz Aronsson,M,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Fours,Silver,28.0?nan?nan,917.69
9630,5275,Mariano Arrate Esnaola,M,Spain,ESP,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,Silver,27.0*nan?nan,900.84
9642,5286,Juan Pedro Arremn,M,Uruguay,URU,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Gold,29.0?nan?nan,1631.37
9645,5288,Jordi Arrese Casta,M,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Singles,Silver,27.0(175.0?74.0,658.59
9647,5290,"Valeriano Pompeo Maurizio ""Valerio"" Arri",M,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Marathon,Bronze,27.0*nan?nan,654.33
9664,5298,"Jacob Joseph ""Jake"" Arrieta",M,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze,22.0*193.0?102.0,1942.96
9675,5304,Luis Rolando Arrojo vila,M,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold,24.0(193.0?100.0,1834.0
9682,5306,Christine Arron,F,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,30.0(177.0?64.0,915.57
9684,5307,Ins Arrondo,F,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver,22.0(167.0?58.0,1389.6
9685,5307,Ins Arrondo,F,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze,26.0*167.0?58.0,1388.22
9714,5325,Francisco Esteban Arru Pardo,M,Chile,CHI,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Bronze,23.0*169.0?64.0,31.12
9716,5327,Israil Magomedgireyevich Arsamakov,M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,26.0?169.0?85.0,1744.81
9722,5331,"Samantha ""Sam"" Arsenault (-Livingstone)",F,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,18.0:178.0?69.0,197.02
9747,5342,Abas Arslanagi,M,Yugoslavia,YUG,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,Gold,27.0*189.0?97.0,370.67
9772,5353,Yevgeniya Viktorovna Artamonova-Estes,F,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Silver,17.0:191.0?75.0,1143.2
9774,5353,Yevgeniya Viktorovna Artamonova-Estes,F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Silver,25.0?191.0?75.0,779.0
9775,5353,Yevgeniya Viktorovna Artamonova-Estes,F,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver,29.0:191.0?75.0,1789.79
9779,5355,Bakhtiyar Garifulayevich Artayev,M,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Welterweight,Gold,21.0(183.0?75.0,571.43
9793,5363,"Alexander Vladimirovich ""Sasha"" Artemev",M,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Bronze,22.0*168.0?nan,1634.95
9803,5366,Olga Dmitriyevna Arteshina,F,Russia,RUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze,21.0:191.0?78.0,1493.53
9813,5373,"John Duncan ""Johnny"" Arthur",M,South Africa,RSA,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Heavyweight,Bronze,18.0(nan?nan,768.11
9820,5377,Alexandre Charles Georges Henri Arthus,M,Guyoni,FRA,1908 Summer,1908,Summer,London,Sailing,Sailing Mixed 6 metres,Bronze,36.0?nan?nan,981.0
9823,5380,douard Jos Artigas,M,France,FRA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",Gold,42.0(nan?nan,997.9
9840,5388,Juan Ramn Gregorio Artola Letamenda,M,Spain,ESP,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,Silver,24.0:nan?nan,182.53
9845,5391,Sedat Artu,M,Turkey,TUR,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Bantamweight,Bronze,28.0(162.0?56.0,898.28
9855,5396,Vladimir Nikolayevich Artyomov,M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,Gold,23.0(167.0?63.0,369.94
9856,5396,Vladimir Nikolayevich Artyomov,M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Gold,23.0(167.0?63.0,1461.11
9857,5396,Vladimir Nikolayevich Artyomov,M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,Silver,23.0:167.0?63.0,128.55
9859,5396,Vladimir Nikolayevich Artyomov,M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,Gold,23.0*167.0?63.0,1224.59
9860,5396,Vladimir Nikolayevich Artyomov,M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,23.0?167.0?63.0,10.59
9895,5414,Migran Arutyunyan,M,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver,27.0?166.0?67.0,904.43
9915,5426,Pr Johan Arvidsson,M,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Butterfly,Gold,20.0?183.0?74.0,1753.55
9918,5427,Per-Olof Arvidsson,M,Sweden,SWE,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Silver,43.0?nan?nan,599.03
9923,5427,Per-Olof Arvidsson,M,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold,47.0?nan?nan,242.82
9931,5430,Skinnar Lars-Gran Arwidson,M,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,21.0*180.0?71.0,417.05
9932,5430,Skinnar Lars-Gran Arwidson,M,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 20 kilometres,Bronze,25.0*180.0?71.0,484.6
9940,5432,Andrey Nikolayevich Aryamnov,M,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Heavyweight,Gold,20.0:172.0?105.0,1642.46
9945,5436,Bernard Nii Aryee,M,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Bronze,19.0?nan?nan,351.85
9952,5441,Vladimir Ivanovich Arzamaskov,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Bronze,25.0?190.0?87.0,1227.72
9961,5446,Yevhen Oleksandrovych Arzhanov,M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 800 metres,Silver,24.0(179.0?68.0,1608.11
